"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000070081",2646.02868178382,-0.531629910203199,0.136516437309869,-3.89425567117965,9.85007168310948e-05,0.000691203306038889
"ENSG00000112992",49.2459938011291,1.63649963007423,0.420283524166553,3.89379915217828,9.86863680286233e-05,0.000692155073887526
"ENSG00000084733",5844.84009806013,-0.428186405424138,0.110020638244137,-3.89187349080805,9.94731125379256e-05,0.000697319620719258
"ENSG00000004142",2713.81502789787,-0.445112223787479,0.114377196373021,-3.89161684236273,9.95784143866498e-05,0.000697704353560739
"ENSG00000176623",988.379435276593,-0.522259701660816,0.134297226480192,-3.88883460477008,0.000100726729659653,0.000705392958011275
"ENSG00000073150",165.667818734699,0.977104071956467,0.251392168528311,3.88677212053417,0.000101586035937263,0.000711050867627644
"ENSG00000198042",1433.38796619682,-0.532190978766085,0.136934348109577,-3.88646812222903,0.00010171327632611,0.000711581556016536
"ENSG00000101751",854.897927441135,0.563291879448306,0.144989221756265,3.88506036948891,0.00010230446375988,0.000715099587464504
"ENSG00000134759",1280.32223176224,-0.481357086123664,0.123900650936333,-3.8850246748987,0.00010231949582163,0.000715099587464504
"ENSG00000113758",5160.64022206641,0.455272990062591,0.117196555503803,3.88469599729675,0.000102458009822705,0.000715706178660571
"ENSG00000124177",2699.39583472405,0.486561907377326,0.125272021525317,3.88404291279831,0.000102733763409742,0.000716908632407465
"ENSG00000184207",709.539836373397,0.550270748551404,0.14167082783211,3.8841500185452,0.000102688491900894,0.000716908632407465
"ENSG00000167685",1056.97572599115,0.620297518880627,0.159711812705954,3.88385497835817,0.000102813245158542,0.000717101656503984
"ENSG00000221983",4493.88182915566,-0.510180011629935,0.131389343574727,-3.88296339527545,0.000103191107352859,0.000719374581132928
"ENSG00000153944",3111.29288559982,0.461944135094183,0.118974730172166,3.8827079870298,0.000103299593304939,0.000719768263924341
"ENSG00000143653",504.548196422453,-0.632420796359106,0.163023199377186,-3.87933005103082,0.000104744552627643,0.000729469108838109
"ENSG00000143641",2371.36322484798,0.456059920467632,0.117571000577528,3.87901708948118,0.000104879387454955,0.000730040726157782
"ENSG00000128578",179.520535834777,-0.934538041044651,0.240931308171529,-3.87885679174295,0.000104948512768565,0.000730154610201814
"ENSG00000007341",602.962855631278,-0.600584978431423,0.154872961346979,-3.87792015602947,0.000105353279240963,0.000731499587624907
"ENSG00000111696",332.984752476971,-0.71748136651255,0.185007946288674,-3.87811108066158,0.000105270651941038,0.000731499587624907
"ENSG00000163939",5674.60498745465,0.44925362397841,0.115844208625121,3.87808444902258,0.000105282173762262,0.000731499587624907
"ENSG00000273045",142.082200071637,1.0038278013906,0.258854045906618,3.87796836582083,0.000105332409501799,0.000731499587624907
"ENSG00000120137",2827.04652495302,0.549052139947615,0.141601003880917,3.87745937457727,0.000105552945835824,0.000732518387400264
"ENSG00000154914",652.324103779647,0.577559337573366,0.14897168575089,3.87697390052469,0.000105763698550632,0.000733613062929144
"ENSG00000164659",966.643884707669,0.537340665449838,0.138614774885818,3.87650353934106,0.000105968269198002,0.000734663782145268
"ENSG00000165886",133.081234384386,1.02370042797803,0.264297654892028,3.8732860811657,0.000107377658846732,0.000744062114732637
"ENSG00000101935",1101.50267646956,-0.526706857039406,0.136012493584507,-3.87248879245165,0.00010772963119351,0.000745832518690844
"ENSG00000211455",1202.16732439788,0.51891406356466,0.134001031448089,3.87246320387975,0.000107740945574722,0.000745832518690844
"ENSG00000145982",204.021989636932,-0.912947279494557,0.235776610932788,-3.8720858522935,0.000107907927628015,0.000746614951258232
"ENSG00000112335",5699.33817198544,-0.464466425362171,0.119972296400512,-3.87144731990134,0.000108191041253697,0.000748067481560771
"ENSG00000134326",245.690595396445,-0.793117536497957,0.204867480248643,-3.87136863076252,0.000108225979049332,0.000748067481560771
"ENSG00000143674",255.492597498574,0.806757711398008,0.208398198953326,3.87123168746143,0.000108286806942674,0.000748114245867557
"ENSG00000133731",971.396039810509,-0.513445186759355,0.132640659135866,-3.8709486978154,0.000108412608364157,0.000748609618035528
"ENSG00000173706",237.659452653554,0.813749537663627,0.210295530545449,3.86955222278373,0.000109035425065084,0.000752534769102556
"ENSG00000138326",40817.2229737677,-0.379008705073163,0.0979520958454052,-3.86932716244624,0.000109136115491145,0.000752854220421968
"ENSG00000115423",67.37167700755,-1.4287160045476,0.369289663512911,-3.86882208117273,0.000109362404778716,0.000754039340970541
"ENSG00000175768",114.227705395482,-1.09207111580313,0.282298461691014,-3.86849828816438,0.000109507705077028,0.000754665150824661
"ENSG00000006025",24.8614038944095,2.75183894385282,0.711433165361244,3.86802173111443,0.000109721888711138,0.000755667804472053
"ENSG00000104529",1332.11088937093,-0.561910179644905,0.145274071230999,-3.86793166105614,0.000109762414148636,0.000755667804472053
"ENSG00000189120",107.524640907941,1.12256763422862,0.29023867173081,3.86773970379031,0.000109848829063624,0.000755886671597426
"ENSG00000184481",411.604614800194,0.721086167093392,0.186495301813987,3.86651116719612,0.000110403410808172,0.000759325247894374
"ENSG00000166938",934.214245013133,-0.529171410226793,0.136868720658219,-3.86626986561971,0.000110512648225388,0.000759385048542277
"ENSG00000174738",2151.97565499943,0.471936046983198,0.1220655944276,3.866249529167,0.000110521859211168,0.000759385048542277
"ENSG00000139636",593.95378686122,0.604017006503812,0.156264246756273,3.86535640136482,0.000110927098525773,0.00076179116099238
"ENSG00000134882",1111.53338642495,0.488960090528193,0.126521050030364,3.86465406674104,0.000111246753256141,0.000763607426368292
"ENSG00000124574",274.191074098361,0.746788524240789,0.19324554756262,3.86445397402389,0.000111337980712309,0.000763854723399572
"ENSG00000123240",354.839135143188,0.740184780831417,0.191577029545276,3.86364055538552,0.000111709566435292,0.000766024271720302
"ENSG00000187535",523.392437445955,0.59612808835653,0.154300736173315,3.86341700720689,0.000111811892414156,0.000766346194763291
"ENSG00000136930",1746.26065150495,-0.455990139816881,0.118031550770876,-3.86329025450198,0.000111869950923272,0.000766364544988239
"ENSG00000009830",639.793784274634,0.567115020584041,0.146904604625639,3.86043052924879,0.000113187418483959,0.000775006183563102
"ENSG00000163492",603.135529463418,0.665487884966319,0.172429397258989,3.85948043399326,0.000113628353953696,0.000777640535119307
"ENSG00000186132",684.581636606374,-0.589622285686496,0.152803688791902,-3.85869143832962,0.000113995754617724,0.000779769279485945
"ENSG00000163349",2231.49862584072,0.451287298482184,0.116958139346154,3.85853691761064,0.000114067839218767,0.000779876857267439
"ENSG00000104524",337.584853473501,-0.759019413363758,0.196718950470693,-3.85839499218371,0.000114134085937341,0.000779944435160952
"ENSG00000170854",1013.60966134168,-0.534044910267685,0.138426855044376,-3.85795740354344,0.000114338568262424,0.000780956124193197
"ENSG00000101654",1043.16434865221,0.522468260144514,0.135443353724591,3.85746694671259,0.000114568166208109,0.000782138275277654
"ENSG00000181222",7457.98555950074,0.412425801507451,0.106964654364749,3.8557204149053,0.000115389307799175,0.000787355641678984
"ENSG00000109016",223.376223994248,-0.800555831669643,0.207647221853426,-3.85536500090881,0.000115557085939,0.00078811185570423
"ENSG00000142676",22156.0373945814,-0.414178332588536,0.107487602899836,-3.85326606431531,0.000116552619134686,0.000794509922948661
"ENSG00000151773",60.3595882417956,-1.43697713391631,0.372993660815175,-3.85255108833702,0.000116893577685421,0.000796441815859603
"ENSG00000197265",1448.96950723755,-0.471880965608977,0.122501417588712,-3.8520449387229,0.000117135519288441,0.000797697497988903
"ENSG00000148426",142.969942224727,-0.99140624819403,0.257388133671805,-3.85179469640263,0.000117255310527287,0.000797737773090684
"ENSG00000185379",222.47639500549,-0.837381088639979,0.217400406563802,-3.85179173247878,0.000117256730052497,0.000797737773090684
"ENSG00000131368",689.481425745899,-0.56221408993947,0.145973841285297,-3.8514715033131,0.000117410194328099,0.000798389321431074
"ENSG00000188227",820.66930652424,-0.525774945675754,0.136526868790564,-3.85107305494793,0.000117601408257542,0.000799296801310349
"ENSG00000182899",9300.89308491601,-0.387415689434105,0.100614518982622,-3.85049487242509,0.000117879398260855,0.000800792888136332
"ENSG00000165810",380.777661719188,-0.682589177084234,0.177291658906171,-3.85009188416182,0.000118073521247224,0.000801718050549112
"ENSG00000153048",483.182518706678,0.612536972563829,0.15912846495544,3.84932370670047,0.000118444394358863,0.00080384184852278
"ENSG00000126705",429.596320515577,0.643362523538931,0.167220311210917,3.84739460703102,0.000119380605143244,0.000809798438221675
"ENSG00000148690",730.270190076586,-0.577509612177084,0.150141581891788,-3.84643351229185,0.000119849633652658,0.000812195322208545
"ENSG00000244067",39.635237396546,-1.79193494300756,0.465869633135627,-3.84643002152038,0.000119851340363481,0.000812195322208545
"ENSG00000204271",1244.89684754613,0.490472702721332,0.127589964232668,3.84413230045998,0.000120979729580273,0.000819440772360162
"ENSG00000151612",918.327162416957,0.51314486948991,0.133542913477857,3.84254661012015,0.000121764280456566,0.000823948221495337
"ENSG00000183696",37.356298141191,-1.95213780240801,0.50802831083296,-3.8425768028701,0.000121749297317295,0.000823948221495337
"ENSG00000150687",176.916853824549,-0.898433755239923,0.233849364823852,-3.84193369914291,0.000122068813360281,0.000825605200038888
"ENSG00000147459",995.978401115062,-0.505806628286425,0.131661520243287,-3.84171948912472,0.000122175415660564,0.000825922521695595
"ENSG00000144867",2301.4749884128,-0.459836427755099,0.119708479685785,-3.84130204445077,0.000122383410560234,0.000826924626627206
"ENSG00000161981",417.556119591179,-0.685585792486654,0.178633565074868,-3.83794496963276,0.000124068276579146,0.000837101845857915
"ENSG00000166295",1045.23948006201,-0.536247938400473,0.139722878702548,-3.83793937957773,0.000124071100293004,0.000837101845857915
"ENSG00000184752",2579.52793803997,-0.438400662544183,0.114221337879797,-3.83816781244098,0.000123955760948461,0.000837101845857915
"ENSG00000064042",29869.1528120546,0.433525144888418,0.112987973036835,3.83691408241376,0.00012459003617562,0.000840193431090752
"ENSG00000134809",305.87050647854,-0.763009754885462,0.198884096661745,-3.83645433542715,0.00012482339271519,0.000841357091277545
"ENSG00000166391",139.377868998772,0.996098360142778,0.259697252801797,3.8356137748712,0.000125251106691167,0.000843829023560063
"ENSG00000160741",1094.7484353362,0.52455180647944,0.13677555500093,3.83512833470773,0.000125498748784044,0.000845085978429974
"ENSG00000100292",235.110914528834,0.881405530492848,0.229854708974168,3.83462028873163,0.000125758417208869,0.000846221356378375
"ENSG00000183010",2043.72863783024,-0.530958320823758,0.138466584946238,-3.83455922618378,0.000125789661083272,0.000846221356378375
"ENSG00000116752",1802.60146400402,-0.4983083788902,0.129956645203989,-3.83442014918143,0.000125860849926392,0.000846288844160064
"ENSG00000165169",1833.51111013636,0.495083634576519,0.129121168761242,3.83425614348316,0.000125944847726074,0.00084644235203177
"ENSG00000244187",517.781554829778,0.693266511409219,0.180834309733053,3.83371116041318,0.00012622434806469,0.00084790899442679
"ENSG00000106484",287.379561621433,-0.883961635671254,0.230653229029056,-3.83242688338822,0.000126885317115185,0.000851836691824979
"ENSG00000117592",7581.52477742262,0.412304245745658,0.107585617430176,3.83233610211187,0.00012693216205688,0.000851836691824979
"ENSG00000100014",1389.77976617999,0.474374677916285,0.123803572038237,3.83167197930099,0.000127275358767232,0.000853725843248161
"ENSG00000121940",1313.07597309214,-0.50548734194396,0.131930769738611,-3.83145905193656,0.000127385577613121,0.000853814763290656
"ENSG00000132356",8131.01098344531,-0.383544209111412,0.100105290009286,-3.8314080012738,0.000127412016635005,0.000853814763290656
"ENSG00000169857",111.493768717062,-1.08629033537555,0.283659077496683,-3.82956309722981,0.00012837096635157,0.000859824507440964
"ENSG00000162373",5.96134613708336,7.04438599281661,1.84027028035324,3.82790836108294,0.000129236852723822,0.000864488120851057
"ENSG00000163170",300.495078911318,-0.720626884276485,0.188254351379068,-3.82794277527978,0.000129218788633143,0.000864488120851057
"ENSG00000165060",197.376551308242,-0.85832046257705,0.224229000703681,-3.82787444926145,0.000129254655444489,0.000864488120851057
"ENSG00000173214",310.984383968783,0.699936729486066,0.182929416461326,3.82626667173589,0.000130101349097139,0.000869730661259036
"ENSG00000168228",248.178607188835,-0.762617308258884,0.199500212897008,-3.82263906982687,0.000132030969529281,0.000882204034932976
"ENSG00000108312",2475.53943370486,-0.426154230200737,0.11150364390236,-3.82188613112865,0.000132434843295282,0.000884475560579207
"ENSG00000156017",861.050557683538,-0.654655662841317,0.17136958106604,-3.82013924973671,0.000133376352458643,0.000890333798997927
"ENSG00000179085",239.965128001718,-0.865713941917353,0.226687474231094,-3.81897563971625,0.000134006994046361,0.000894112238965063
"ENSG00000183077",1066.56774621583,0.53521124033811,0.140203230942433,3.81739590978374,0.000134867657212599,0.000899421031570091
"ENSG00000127914",3018.91720314931,0.518371133225008,0.13580824509815,3.81693418430063,0.000135120194792967,0.000900671125021713
"ENSG00000138134",63.9244885558001,-1.38925448128654,0.363992589372087,-3.81671089426051,0.000135242481501925,0.000901052219077342
"ENSG00000144959",391.307510647541,0.694761308188927,0.182064466174761,3.81601815437197,0.000135622530312694,0.000903149458357585
"ENSG00000105443",907.014984268815,0.52954164346752,0.138805176121075,3.81499925482331,0.000136183344495319,0.000906447869709583
"ENSG00000057294",370.673605546962,0.657950147975907,0.172489192742376,3.81444273415205,0.000136490581755474,0.000908056091505888
"ENSG00000102753",898.212983740153,0.619301743229515,0.162388216635257,3.81371109346277,0.000136895490778792,0.000910312254395447
"ENSG00000169131",848.694139052355,0.561242856558042,0.147236618987514,3.81184287181736,0.000137934553130906,0.00091678114612175
"ENSG00000125676",5398.15383991547,0.485053791900572,0.127268841144598,3.81125330865134,0.000138263993896192,0.000918088842387475
"ENSG00000172428",301.139950462678,-0.884992564999662,0.232200896006934,-3.81132278220508,0.000138225134426199,0.000918088842387475
"ENSG00000168528",1206.42728586223,0.548637898418609,0.143968375945143,3.81082230605742,0.00013850530175843,0.000919250055507508
"ENSG00000167112",1825.30454735008,-0.43936137770143,0.115306749778325,-3.81036997874013,0.000138758975417064,0.00092049218687504
"ENSG00000173226",963.861623256428,0.504557205475735,0.132428973835961,3.81002125789123,0.000138954843309181,0.000921349842698822
"ENSG00000166197",11838.589944202,-0.379667658496533,0.099685432274131,-3.80865739190919,0.000139723397063304,0.000926002092223179
"ENSG00000132613",516.554670444999,0.595990837461932,0.156514971109885,3.80788389273958,0.000140161050001106,0.000928457927197367
"ENSG00000175416",853.187952443669,-0.61174896573693,0.160669438075954,-3.80750049955198,0.000140378455689687,0.000929008641718739
"ENSG00000264522",2410.26085957202,0.426222527805545,0.111940173606774,3.80759216349611,0.000140326448160206,0.000929008641718739
"ENSG00000161647",233.540272265376,-0.796634678106192,0.209351316938319,-3.80525276724628,0.000141659450628623,0.000937037991299655
"ENSG00000168394",256.211047600124,-0.803536759143201,0.211294429575024,-3.80292448201002,0.000142997956383663,0.000945439904652233
"ENSG00000126351",1057.17615886405,0.541679195749454,0.142479492827066,3.80180463168068,0.000143645979804399,0.000948901159948186
"ENSG00000185236",1945.45499022456,0.439819489870752,0.115687693940732,3.80178284214117,0.000143658616136107,0.000948901159948186
"ENSG00000160213",3803.86934566966,-0.408894646652413,0.107565469476298,-3.80135603593972,0.00014390634354351,0.00095008396085644
"ENSG00000277586",375.31919760007,0.673042283456182,0.177225716637788,3.79765587198465,0.00014607092273776,0.000963914844465963
"ENSG00000261649",11.4943482679293,3.83709020545928,1.01050301795813,3.79720806100382,0.00014633496006758,0.000965196938710757
"ENSG00000122390",1359.61649920315,0.462148972550598,0.121726120902062,3.7966294261725,0.000146676799021382,0.000965610630284434
"ENSG00000131831",44.9261517483798,1.63031789019394,0.429399231304166,3.79674152010555,0.000146610518845237,0.000965610630284434
"ENSG00000167987",839.806596061804,-0.513463539203235,0.135239548976273,-3.79669662528467,0.000146637061379408,0.000965610630284434
"ENSG00000184863",1723.73614585233,0.449355863547553,0.118352410817832,3.79676138781156,0.000146598774184585,0.000965610630284434
"ENSG00000111481",1881.5717129567,-0.48474071485043,0.12772256857076,-3.79526281278846,0.000147487137856203,0.000970483601357174
"ENSG00000090238",253.515128905701,0.766527299099402,0.20197810971675,3.7951008660016,0.000147583443714334,0.000970655748155395
"ENSG00000095627",43.1711845125427,-1.66572785584232,0.438968745610123,-3.79463884957714,0.00014785851928655,0.000972002940564025
"ENSG00000248144",92.1962018152894,-1.1645284719301,0.307051323811032,-3.79261830718172,0.000149067192568626,0.000979483290961372
"ENSG00000175274",1500.77502773669,0.56549027632166,0.14912705944385,3.79200313095814,0.000149437029658681,0.000981447373714677
"ENSG00000133597",376.683600357998,-0.799034833191239,0.210876592673585,-3.78911107705568,0.000151187306461389,0.000992471511770734
"ENSG00000164684",559.706660040305,0.580726371881375,0.15327334135039,3.78882829045795,0.000151359481371649,0.000993130632157835
"ENSG00000165959",859.969697492828,0.539810294624891,0.142549465047183,3.78682792282816,0.000152582688554239,0.00100020807399979
"ENSG00000168758",282.64204208372,0.718129646725823,0.18963853139361,3.78683404394906,0.000152578931389136,0.00100020807399979
"ENSG00000026950",415.72243853491,-0.692100282977993,0.182787196453788,-3.78637178317338,0.000152862913831606,0.00100157055000084
"ENSG00000134109",1143.99567474142,0.531873817049378,0.140492736586218,3.78577448182153,0.000153230593100144,0.00100284945953993
"ENSG00000149273",21332.6679281679,-0.484102945273466,0.127869166520947,-3.78592399125525,0.000153138481930756,0.00100284945953993
"ENSG00000188404",141.420128147467,-0.983348359393861,0.259753267626225,-3.78570159436401,0.000153275517193739,0.00100284945953993
"ENSG00000177613",1370.546575761,-0.464016779484487,0.122574740305407,-3.78558239918227,0.000153349009711549,0.0010028561419605
"ENSG00000104894",83.9793423138645,1.29783262623456,0.342853663292116,3.7853835766917,0.000153471672084008,0.00100318422215329
"ENSG00000070182",39.6845713080483,1.73291160467244,0.457830100150957,3.78505389685182,0.000153675269693911,0.00100404078471404
"ENSG00000168003",1574.30855145808,-0.537407318533257,0.142003099446218,-3.78447597713734,0.000154032784313178,0.00100590168443877
"ENSG00000091039",4974.19884540839,0.538148732698662,0.142236432877669,3.78348023647008,0.000154650609883916,0.001009459971497
"ENSG00000211584",386.8136440057,-0.707608918581956,0.187044229068416,-3.7831101344652,0.000154880840486978,0.0010104861247802
"ENSG00000176853",1798.00170594632,0.498137918815901,0.131721410704767,3.7817535976167,0.000155727467158723,0.00101553095690029
"ENSG00000102054",2710.94271487224,-0.413578316306442,0.109371984812799,-3.78139170660861,0.000155954061464925,0.00101652958198381
"ENSG00000075239",4802.0806679998,-0.398652055545586,0.105438396567028,-3.78090020832365,0.000156262304989426,0.0010180592167814
"ENSG00000115866",4343.75954201312,0.434642062393755,0.114965253098396,3.7806385031985,0.000156426667414235,0.00101817131875738
"ENSG00000175395",521.36820854983,0.667211657351242,0.176476893221312,3.78073097940659,0.000156368569673569,0.00101817131875738
"ENSG00000171100",657.143278001671,0.570400750717888,0.150921082085834,3.77946369608907,0.000157166505074042,0.00102250592252685
"ENSG00000182704",677.017364700435,0.546862338657681,0.144705637653674,3.77913637315564,0.000157373223345206,0.00102336967323824
"ENSG00000198805",1073.96288719868,-0.483136899336571,0.127859436492629,-3.77865656684966,0.000157676703821971,0.00102486154414675
"ENSG00000100592",1339.25115312202,0.533075518776263,0.141111466795072,3.77769100473186,0.000158289098088496,0.00102835893866132
"ENSG00000188559",930.482334976031,0.509128809053562,0.134785310577676,3.77733157175281,0.000158517634594878,0.0010293604070971
"ENSG00000145040",26.5862672463005,2.17989690979693,0.577124895271148,3.77716665432143,0.000158622597126326,0.00102955886446252
"ENSG00000219626",169.160062062062,-0.929523538518616,0.246163725640565,-3.77603782238759,0.00015934280586683,0.00103374859239812
"ENSG00000143753",10691.0377620806,0.415700022092909,0.110117410451183,3.77506173083499,0.000159968044119019,0.0010368406932656
"ENSG00000151552",722.826585374806,-0.535576821142875,0.141872406940488,-3.77505980685543,0.000159969278806335,0.0010368406932656
"ENSG00000116521",1348.43643617616,-0.484896006752655,0.128552276973462,-3.77197524749217,0.000161960325995714,0.00104925420932991
"ENSG00000091138",19.0671606851185,2.6427945943071,0.700853216450163,3.77082466381892,0.00016270896768047,0.00105361099427344
"ENSG00000131759",345.151949835009,0.688986446709227,0.182768831504007,3.76971522463403,0.000163433920666359,0.00105781038081435
"ENSG00000105357",1258.5462397872,-0.577719722785874,0.153332159659049,-3.76776616249649,0.000164714882348925,0.00106560287140927
"ENSG00000004487",2306.83205017558,0.450942692308452,0.119705001905077,3.76711653758661,0.000165143923196391,0.00106787925663162
"ENSG00000183527",911.743651566876,-0.573181825997969,0.152206226141164,-3.76582378086407,0.000166000846418832,0.00107291906246791
"ENSG00000198300",1059.4621129245,0.606163455187323,0.161024688912267,3.76441314236966,0.000166940681315121,0.00107848979833737
"ENSG00000122783",268.186331945831,-0.733930913917651,0.195020330573271,-3.76335591145922,0.000167648338372356,0.00108255609257893
"ENSG00000169991",429.641312705067,0.621345567668952,0.165183758361931,3.7615415330818,0.000168869372877291,0.00108942395425452
"ENSG00000175334",889.968700158531,-0.513265832262935,0.136448393168443,-3.76161140739356,0.000168822194615083,0.00108942395425452
"ENSG00000106028",3177.44785586368,-0.446911653659351,0.118826697631013,-3.76103739790132,0.000169210126360022,0.00109111357342497
"ENSG00000132423",156.792117185192,-0.945931616541897,0.251544089038728,-3.76050027713535,0.000169573886945491,0.00109294990570643
"ENSG00000151006",102.2228370666,1.10506760825572,0.293879558219887,3.76027381744221,0.000169727475231609,0.00109343054108706
"ENSG00000145685",175.255976990559,0.949412789074047,0.252569308460782,3.7590188406501,0.000170580993450072,0.0010984177698288
"ENSG00000105722",777.885380197079,0.548700832770646,0.145977303737426,3.758809203365,0.000170723962112373,0.00109882706405164
"ENSG00000187867",9.61221808632537,4.25455833496177,1.13239159583546,3.75714403975494,0.000171863581893225,0.00110564772024103
"ENSG00000104881",251.580453888706,0.792224793356706,0.21099494002639,3.7547099151175,0.000173542350633922,0.00111592892568411
"ENSG00000129515",2071.45459608082,-0.439667410791758,0.117142308238728,-3.75327597178422,0.000174538519753682,0.00112181330067415
"ENSG00000154518",2151.27745336903,-0.439773055524598,0.117216824465111,-3.75179124269395,0.000175575635164437,0.00112786354185058
"ENSG00000173575",4169.18931408126,0.440567487724742,0.117431575393035,3.75169528510706,0.00017564286260211,0.00112786354185058
"ENSG00000167645",611.080317985317,-0.555894408768169,0.14818226602013,-3.75142332276559,0.000175833529700571,0.00112856418552714
"ENSG00000148985",408.740931336048,-0.641787921339427,0.171136518737818,-3.75015178567848,0.000176727562909289,0.0011332511656806
"ENSG00000179111",9.18887718119378,4.56270422700169,1.2166588957588,3.75019181046306,0.000176699355955197,0.0011332511656806
"ENSG00000119616",1489.3346344765,-0.506538716345975,0.13511029623415,-3.74907561055251,0.000177487572914506,0.00113759751458589
"ENSG00000072954",108.559146168792,1.07768468648137,0.287511408986596,3.74831972852811,0.000178023223705762,0.0011405024859446
"ENSG00000182004",1114.3659123462,-0.521456633526871,0.139147269732358,-3.74751609952436,0.000178594377009677,0.00114363210969917
"ENSG00000142937",10843.1262421008,-0.439256377023247,0.117234305394849,-3.74682457957864,0.000179087231216708,0.00114625768065532
"ENSG00000186806",423.754923158744,0.632589148610835,0.168908276877448,3.74516370840614,0.000180276182481252,0.00115333417160221
"ENSG00000107731",109.29715361156,1.09117866233389,0.291436391561166,3.74414003854722,0.000181012679375055,0.00115697619269839
"ENSG00000126790",172.72129830454,-0.867152092785932,0.231599477111464,-3.74418847400329,0.000180977767988176,0.00115697619269839
"ENSG00000063177",1689.32131271808,-0.60657841148148,0.162031334820226,-3.74358707934165,0.000181411691237805,0.00115844400273449
"ENSG00000112379",8116.92304855112,0.401587955836663,0.107273849887114,3.74357736073853,0.000181418711509386,0.00115844400273449
"ENSG00000204420",114.453944659664,1.09600140333795,0.292776558468604,3.74347389377993,0.000181493467114351,0.00115844400273449
"ENSG00000183049",176.300188767388,0.981570904370225,0.262299089984925,3.74218189024842,0.000182429390793916,0.00116388100959253
"ENSG00000178607",772.437361683056,-0.545172833790967,0.145734403776105,-3.74086570957211,0.000183387492642852,0.00116945443465059
"ENSG00000126953",614.165034463103,-0.590267391072571,0.157850355660727,-3.73941122021449,0.000184451776443226,0.00117569953128575
"ENSG00000066468",62.8251511779104,1.37648823118147,0.368339451286132,3.73701004976572,0.00018622148340201,0.00118588720079016
"ENSG00000141384",274.71795107654,-0.748221984827816,0.200214617228471,-3.73709969424458,0.000186155127946196,0.00118588720079016
"ENSG00000124767",12855.3538411798,0.475559075343855,0.127260874691349,3.73688359833492,0.000186315121416644,0.00118593774156556
"ENSG00000106245",1038.82306874631,-0.480013119903929,0.128480023400966,-3.73609147319255,0.000186902702411512,0.00118913084872207
"ENSG00000137965",543.866308079693,-0.602227830613216,0.161202386213996,-3.73584935531761,0.000187082647399873,0.00118972871080857
"ENSG00000120832",738.54073692108,-0.522842585735252,0.1399668378534,-3.73547472925604,0.00018736139505603,0.00119040724737619
"ENSG00000177409",27.7770000327956,-2.06741558535072,0.553444215814753,-3.7355446606433,0.000187309331658055,0.00119040724737619
"ENSG00000089048",1558.58647429045,-0.482351405475514,0.129163869222665,-3.73441434031364,0.000188152515513081,0.00119488504344654
"ENSG00000185022",127.711508676856,1.06111640074888,0.284225153021887,3.73336557115749,0.000188938054383962,0.00119932330117673
"ENSG00000104611",923.623727612963,-0.543645996497059,0.145664023514758,-3.73219126713178,0.000189821277844966,0.00120437727777104
"ENSG00000197982",224.165668144022,-1.05834760257608,0.283723804074174,-3.73020376640444,0.000191324974528603,0.00121336159373364
"ENSG00000154654",9960.88398927251,-0.413128703222081,0.110772283525876,-3.72953134188639,0.000191836244642015,0.00121604670332396
"ENSG00000124429",129.057653760775,-1.01448663596725,0.272030184472269,-3.72931642837843,0.000191999922195039,0.00121652697954897
"ENSG00000052795",633.075212855308,0.547668721198991,0.14687803161953,3.72873135049673,0.000192446181192775,0.00121879645553575
"ENSG00000151503",3677.33705186651,0.441841210465306,0.118522201238561,3.72791937584731,0.000193067117426623,0.00122216961159635
"ENSG00000179021",958.521877800644,0.537861437565408,0.14429660254508,3.72747125073421,0.000193410615094936,0.00122378422116311
"ENSG00000213759",475.815515060823,-0.598745691823905,0.160707397365476,-3.7256884352514,0.000194782877566172,0.00123190377502774
"ENSG00000129646",147.432356455471,-0.924458076794646,0.248150852759989,-3.72538746698881,0.000195015438502316,0.00123281116399956
"ENSG00000145050",3206.60935161219,-0.423680168200513,0.113747795925573,-3.72473299155383,0.000195522058571608,0.00123544942763192
"ENSG00000160957",459.839173229344,0.596757811737443,0.160245883385382,3.7240133670222,0.000196080537007437,0.00123841281200772
"ENSG00000134574",896.753580592626,0.499038302645275,0.134019273839782,3.72363085060338,0.000196378006011969,0.00123972575145695
"ENSG00000112796",1090.78499005892,-0.473486951059557,0.12719253603966,-3.72260012892517,0.000197181672618705,0.00124423163962501
"ENSG00000100316",27718.6861356194,-0.423895315947077,0.113959811499847,-3.71969126982669,0.000199466445764302,0.00125807505765106
"ENSG00000095787",11070.4043308332,0.422453744410004,0.113587166487154,3.71920312368898,0.000199852290539799,0.00125993439475615
"ENSG00000078725",23.5638055889169,2.35045904389344,0.632049312149517,3.71879060496061,0.000200178903801733,0.00126084463851087
"ENSG00000139990",2563.04388216004,0.42117733782173,0.113253720341784,3.71888302256805,0.000200105688252149,0.00126084463851087
"ENSG00000188157",1596.89627841467,0.45781312404323,0.123143610646778,3.71771723793622,0.000201031097774426,0.00126563618334964
"ENSG00000183684",717.606308226287,-0.52955731645473,0.142453202119923,-3.71741251564795,0.000201273650836935,0.0012665869851212
"ENSG00000120798",657.086445946048,0.544983351667299,0.146680388102795,3.71544797989877,0.000202843995382023,0.00127588873095293
"ENSG00000131966",1106.3361970981,-0.486710846889726,0.131007567203807,-3.71513537178013,0.000203094936481761,0.00127688674740327
