"","LNCAP_Hypoxia_S1","LNCAP_Hypoxia_S2","LNCAP_Normoxia_S1","LNCAP_Normoxia_S2","PC3_Hypoxia_S1","PC3_Hypoxia_S2","PC3_Normoxia_S1","PC3_Normoxia_S2"
"ENSG00000000003",331.573951771928,330.724127408624,201.477892034064,166.600829266835,1334.99994296726,1184.10834526167,1050.54945353003,1087.33365124454
"ENSG00000000419",1095.18217514072,1101.77560245246,1185.80993676725,1075.89061847582,2488.47014864719,2471.64784116368,2229.43307325834,1971.98203897182
"ENSG00000000457",304.125776956371,290.5203261028,237.710973435286,227.103235684791,110.93483945337,92.7313764361552,86.5509492965085,92.9440711156508
"ENSG00000000460",150.964961485563,167.515838774267,208.065725016105,153.009708984541,491.643038486526,552.821667215541,564.073428173797,490.475941550061
"ENSG00000000938",1.09792699262228,0.957233364424381,1.09797216367338,0.438423234912724,0,0,0,1.11980808573073
"ENSG00000000971",0,0,0.548986081836688,0,3.78186952681943,3.56659140139059,0,2.23961617146146
"ENSG00000001036",97.7155023433828,109.603220226592,183.361351333454,198.167302180551,1034.97162717292,998.645592389364,856.555946486136,819.699518754896
"ENSG00000001084",699.379494300391,837.100577189122,502.322264880569,412.556264052873,1013.54103318761,895.214441749037,925.199802824746,1011.18670141485
"ENSG00000001167",3194.96754853083,3044.48071555175,2534.11975375815,2218.8599918933,2913.30015882657,2592.91194881096,2044.39311269339,2077.24399903051
"ENSG00000001460",157.003559944986,138.798837841535,237.161987353449,224.472696275315,403.399416194073,424.42437676548,387.987014087797,437.844961520716
"ENSG00000001461",907.436659402313,950.054114191199,1202.27951922235,1199.0875474863,1008.49854048518,920.180581558771,966.983019726509,967.514186071353
"ENSG00000001497",1268.10567647873,1175.48257151314,1553.08162551599,1585.77684067932,537.025472808359,538.555301609979,686.438563386102,681.963124210016
